n_qubits,n_gates,depth,ideal_0,ideal_1,ideal_2,ideal_3,ideal_4,ideal_5,ideal_6,ideal_7,ideal_8,ideal_9,ideal_10,ideal_11,ideal_12,ideal_13,ideal_14,ideal_15,low_0,low_1,low_2,low_3,low_4,low_5,low_6,low_7,low_8,low_9,low_10,low_11,low_12,low_13,low_14,low_15,moderate_0,moderate_1,moderate_2,moderate_3,moderate_4,moderate_5,moderate_6,moderate_7,moderate_8,moderate_9,moderate_10,moderate_11,moderate_12,moderate_13,moderate_14,moderate_15,high_0,high_1,high_2,high_3,high_4,high_5,high_6,high_7,high_8,high_9,high_10,high_11,high_12,high_13,high_14,high_15
2,9,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1924,0.1588,0.492,0.1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806,0.2228,0.3039,0.1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3185,0.2449,0.2495,0.1871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10,7,0.2982,0.0849,0.417,0.1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3478,0.2104,0.2683,0.1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3826,0.2445,0.2112,0.1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368,0.2717,0.1996,0.1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,8,0.0138,0.3952,0.4482,0.1428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1783,0.2945,0.3335,0.1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645,0.2519,0.2908,0.1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941,0.2456,0.271,0.1893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6078,0.1527,0.1355,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4325,0.2147,0.1974,0.1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3587,0.2404,0.214,0.1869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,5,0.1513,0.028,0.6993,0.1214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2063,0.0522,0.5858,0.1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523,0.0776,0.5084,0.1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.1027,0.4351,0.1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,11,5,0.0327,0.0,0.1501,0.0,0.147,0.0,0.6702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.0725,0.2375,0.0777,0.1264,0.07,0.1959,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1756,0.1058,0.2097,0.0993,0.1218,0.0773,0.137,0.0735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1914,0.1204,0.1937,0.1035,0.1232,0.0794,0.1225,0.0659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7,2,0.5026,0.4974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357,0.216,0.0432,0.0373,0.0465,0.0402,0.0144,0.0131,0.0717,0.0626,0.0251,0.0238,0.0712,0.061,0.0207,0.0175,0.1548,0.1347,0.0512,0.0501,0.067,0.0588,0.0297,0.0252,0.0804,0.0726,0.0461,0.0327,0.0736,0.0663,0.0317,0.0251,0.1368,0.1088,0.0649,0.0535,0.0742,0.0614,0.0404,0.0319,0.0855,0.0661,0.0462,0.0393,0.0763,0.0537,0.0339,0.0271
4,14,8,0.1124,0.0,0.1269,0.126,0.1359,0.0,0.0,0.0,0.1132,0.0,0.0,0.0,0.1325,0.0,0.2531,0.0,0.1336,0.0774,0.0982,0.0523,0.0924,0.0605,0.0727,0.0453,0.0623,0.0489,0.05,0.0397,0.047,0.0387,0.0429,0.0381,0.1348,0.0754,0.0994,0.0588,0.0986,0.0565,0.0842,0.0432,0.0627,0.0445,0.0537,0.0388,0.0452,0.0368,0.0372,0.0302,0.1315,0.0675,0.099,0.0601,0.0929,0.0562,0.0754,0.0483,0.0657,0.0514,0.0528,0.0428,0.0459,0.0361,0.0397,0.0347
4,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6722,0.0,0.0264,0.0013,0.0703,0.0035,0.0965,0.0044,0.2361,0.0124,0.0258,0.0013,0.0754,0.0051,0.1049,0.0058,0.3158,0.015,0.0641,0.0053,0.0871,0.0107,0.1308,0.0139,0.184,0.0187,0.0673,0.006,0.0777,0.0087,0.1198,0.0144,0.1722,0.0193,0.1002,0.0183,0.097,0.0162,0.1308,0.0292,0.1292,0.0216,0.0812,0.0145,0.0793,0.0134,0.1164,0.0217,0.1111,0.0199
4,12,5,0.0,0.6311,0.0096,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.3537,0.0,0.0,0.0,0.0,0.126,0.1294,0.1102,0.1044,0.0288,0.0307,0.0267,0.0241,0.0859,0.0833,0.0826,0.0891,0.0202,0.0206,0.0219,0.0161,0.1132,0.095,0.1048,0.0819,0.0467,0.039,0.0416,0.0327,0.0917,0.0777,0.0768,0.0649,0.0387,0.0327,0.0314,0.0312,0.1053,0.0941,0.0927,0.0819,0.0549,0.0509,0.0454,0.0369,0.0867,0.0693,0.0699,0.0585,0.046,0.039,0.0382,0.0303
2,9,7,0.8661,0.0,0.0,0.1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4352,0.2031,0.1634,0.1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3014,0.273,0.2045,0.2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2825,0.2821,0.209,0.2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,2,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556,0.2474,0.0,0.0,0.0,0.0,0.0,0.0,0.2326,0.0552,0.059,0.0151,0.0877,0.0247,0.0531,0.0129,0.1291,0.1159,0.038,0.0326,0.0454,0.0459,0.0282,0.0246,0.1393,0.0676,0.0798,0.0398,0.0916,0.0436,0.0741,0.0301,0.0897,0.0691,0.049,0.0374,0.0619,0.0437,0.0454,0.0379,0.1135,0.0673,0.0905,0.053,0.0888,0.055,0.0765,0.0473,0.0697,0.0566,0.0573,0.0362,0.0588,0.0442,0.0494,0.0359
2,6,3,0.2549,0.2385,0.2582,0.2484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2508,0.2729,0.2323,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2626,0.2795,0.2299,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2888,0.2737,0.2299,0.2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,2,0.0073,0.0156,0.4898,0.4873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508,0.1248,0.4048,0.3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2392,0.1782,0.334,0.2486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3004,0.1997,0.3048,0.1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,12,8,0.4626,0.014,0.4292,0.0942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3743,0.1566,0.3252,0.1439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3552,0.2111,0.2879,0.1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3517,0.2193,0.2643,0.1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,4,0.012,0.0,0.0,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459,0.0542,0.1246,0.0525,0.0822,0.0414,0.0749,0.0359,0.0768,0.0423,0.0656,0.0423,0.0521,0.0298,0.051,0.0285,0.1502,0.0707,0.1197,0.0665,0.084,0.0422,0.0647,0.0361,0.0756,0.0463,0.0696,0.039,0.0464,0.0289,0.0355,0.0246,0.1353,0.081,0.1122,0.06,0.0834,0.0458,0.0672,0.0388,0.0846,0.0504,0.0639,0.0394,0.0499,0.0288,0.0344,0.0249
4,8,3,0.3247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297,0.0702,0.0634,0.0415,0.0665,0.0729,0.039,0.0372,0.1163,0.0657,0.06,0.0382,0.0576,0.063,0.0382,0.0406,0.1308,0.085,0.0708,0.0539,0.08,0.0847,0.0453,0.0453,0.0849,0.0595,0.046,0.0383,0.052,0.0593,0.0309,0.0333,0.1358,0.0901,0.0767,0.0566,0.0837,0.081,0.0513,0.0487,0.0816,0.0502,0.0496,0.036,0.0524,0.0478,0.0286,0.0299
4,11,5,0.8395,0.0,0.0,0.0,0.1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1499,0.1298,0.0838,0.0778,0.0801,0.0656,0.0578,0.0465,0.05,0.0413,0.0443,0.0372,0.0366,0.0355,0.0349,0.0289,0.1323,0.1071,0.0973,0.0801,0.0793,0.0614,0.0551,0.0445,0.0564,0.0523,0.0501,0.0444,0.0411,0.0358,0.0338,0.029,0.1244,0.101,0.0889,0.0711,0.0787,0.0629,0.0542,0.0441,0.0713,0.0579,0.0583,0.0466,0.0395,0.0384,0.0363,0.0264
4,17,8,0.6703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1247,0.1166,0.0765,0.0693,0.0622,0.0575,0.0502,0.0459,0.0755,0.0651,0.0524,0.0453,0.0495,0.0402,0.0365,0.0326,0.1202,0.1052,0.0782,0.0666,0.0717,0.0596,0.0526,0.0372,0.0798,0.0722,0.0557,0.0465,0.0505,0.0409,0.0335,0.0296,0.1206,0.0951,0.0762,0.0648,0.0718,0.0618,0.0472,0.04,0.0854,0.069,0.06,0.0479,0.048,0.0456,0.0344,0.0322
3,14,7,0.4358,0.0,0.432,0.0,0.0351,0.0315,0.0324,0.0332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2064,0.1303,0.2067,0.1204,0.0942,0.083,0.0902,0.0688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.1345,0.1523,0.1167,0.1261,0.1021,0.1132,0.0871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1742,0.1264,0.1443,0.0985,0.1408,0.1034,0.1225,0.0899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,2,0.4965,0.5035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2612,0.2326,0.1029,0.0901,0.0792,0.0775,0.0806,0.0759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.1592,0.1259,0.1105,0.1212,0.102,0.1065,0.0887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1688,0.1414,0.1328,0.1088,0.1329,0.1105,0.1124,0.0924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4907,0.1723,0.0565,0.0363,0.0643,0.0413,0.0071,0.0065,0.0587,0.0361,0.0075,0.0064,0.0089,0.005,0.0016,0.0008,0.2957,0.1652,0.0808,0.0511,0.0791,0.0542,0.0239,0.0168,0.0814,0.0594,0.0228,0.0171,0.0233,0.0177,0.0069,0.0046,0.2194,0.1317,0.0822,0.0621,0.0893,0.0598,0.0381,0.0251,0.0866,0.0623,0.0339,0.0224,0.0352,0.027,0.0159,0.009
2,9,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4672,0.2003,0.1676,0.1649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3092,0.2615,0.2122,0.2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2752,0.264,0.2252,0.2356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,15,8,0.2083,0.2747,0.1398,0.3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2387,0.2684,0.1988,0.2941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2797,0.2403,0.2361,0.2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3017,0.2379,0.2468,0.2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,16,7,0.0,0.0,0.5099,0.0,0.0,0.0,0.4901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1416,0.1292,0.0816,0.074,0.0718,0.0623,0.049,0.0487,0.0539,0.0516,0.0485,0.0497,0.0405,0.0342,0.0329,0.0305,0.1433,0.1227,0.0754,0.0679,0.0797,0.0637,0.0478,0.038,0.0745,0.0596,0.051,0.0451,0.043,0.0354,0.0299,0.023,0.1435,0.1097,0.0815,0.0646,0.0776,0.0688,0.0455,0.0402,0.0758,0.0635,0.0494,0.0414,0.0456,0.0386,0.0297,0.0246
3,12,4,0.4846,0.0,0.4741,0.0,0.0216,0.0,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2984,0.0913,0.265,0.0875,0.09,0.0421,0.0828,0.0429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2408,0.1151,0.1995,0.1055,0.1148,0.0624,0.1041,0.0578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2138,0.1278,0.1772,0.1072,0.1272,0.0798,0.1061,0.0609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,3,0.0354,0.2791,0.0993,0.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434,0.263,0.2029,0.3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2088,0.2513,0.2449,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2654,0.2394,0.2602,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,14,4,0.0577,0.7934,0.0,0.0,0.0001,0.0,0.0,0.0,0.0107,0.138,0.0,0.0,0.0001,0.0,0.0,0.0,0.1324,0.409,0.0185,0.0534,0.0562,0.1059,0.0117,0.0325,0.028,0.0912,0.0044,0.01,0.0142,0.0224,0.0029,0.0073,0.1526,0.2482,0.0466,0.0714,0.0766,0.1,0.032,0.0411,0.049,0.0712,0.0129,0.0204,0.0242,0.0302,0.0107,0.0129,0.1575,0.1732,0.0616,0.0749,0.0832,0.0905,0.043,0.0494,0.0526,0.0609,0.0222,0.0258,0.034,0.0381,0.0141,0.019
3,9,4,0.4952,0.0,0.5048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253,0.1108,0.2077,0.1006,0.1121,0.0653,0.0901,0.0604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2277,0.1267,0.172,0.1037,0.1353,0.0797,0.0948,0.0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.1272,0.1645,0.1043,0.1426,0.0833,0.0952,0.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,15,8,0.0586,0.1948,0.1156,0.1343,0.0563,0.1982,0.1307,0.1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2253,0.131,0.143,0.0998,0.1206,0.1052,0.0954,0.0797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2489,0.1371,0.1551,0.0911,0.1135,0.094,0.0897,0.0706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2433,0.1422,0.1604,0.0929,0.1224,0.0953,0.0806,0.0629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,2,0.0049,0.0,0.4981,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.1303,0.3728,0.3429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2448,0.1855,0.3105,0.2592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2921,0.209,0.2838,0.2151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,6,0.0619,0.4063,0.0617,0.4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2231,0.3264,0.1825,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777,0.3192,0.1931,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.3093,0.2006,0.1891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,14,7,0.3515,0.1246,0.4423,0.0816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3407,0.1613,0.3594,0.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3348,0.189,0.3171,0.1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401,0.191,0.2965,0.1724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,14,8,0.0803,0.0281,0.0352,0.1644,0.1875,0.0691,0.0119,0.4235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2466,0.1434,0.1221,0.0995,0.1152,0.108,0.0904,0.0748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2417,0.1542,0.1401,0.0942,0.1174,0.0858,0.0976,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2402,0.1497,0.1452,0.095,0.1205,0.0858,0.0979,0.0657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,10,7,0.7544,0.0604,0.0644,0.1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122,0.1777,0.2182,0.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3074,0.2058,0.271,0.2158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2834,0.225,0.2695,0.2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,13,7,0.0,0.4074,0.013,0.0,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741,0.1705,0.1025,0.0981,0.1319,0.1159,0.1019,0.1051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2048,0.1493,0.1158,0.0866,0.1618,0.1167,0.0937,0.0713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2109,0.1447,0.1255,0.0847,0.1587,0.1093,0.0981,0.0681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,7,0.0001,0.4507,0.5492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931,0.3408,0.2932,0.1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481,0.3023,0.2342,0.2154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724,0.2835,0.2232,0.2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6,2,0.4962,0.5038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3508,0.3145,0.0795,0.071,0.0672,0.065,0.0265,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2776,0.2247,0.1164,0.096,0.1002,0.0891,0.0538,0.0422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2417,0.2013,0.1239,0.0993,0.1186,0.0953,0.0657,0.0542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2779,0.1148,0.0621,0.0309,0.0583,0.0296,0.0117,0.0092,0.1549,0.0831,0.0539,0.028,0.0437,0.0247,0.0109,0.0063,0.1811,0.0929,0.0781,0.0437,0.064,0.0397,0.0264,0.0188,0.1379,0.0787,0.0684,0.0376,0.0617,0.0324,0.0228,0.0158,0.1467,0.0849,0.0802,0.0505,0.0779,0.0458,0.0462,0.0267,0.1137,0.0682,0.0674,0.0389,0.063,0.0375,0.0347,0.0177
2,8,6,0.0634,0.3152,0.3912,0.2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2176,0.2636,0.2946,0.2242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2917,0.2593,0.2488,0.2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3082,0.2592,0.2358,0.1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,13,8,0.0372,0.4085,0.3609,0.1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2103,0.3048,0.2708,0.2141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2833,0.2707,0.2367,0.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077,0.2594,0.2377,0.1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10,3,0.0066,0.3434,0.0,0.1389,0.0,0.1404,0.0061,0.3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1037,0.2344,0.0716,0.1329,0.0713,0.1373,0.0796,0.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1653,0.1815,0.1092,0.1136,0.1087,0.1172,0.0973,0.1072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1985,0.1539,0.1315,0.0981,0.1289,0.1053,0.1013,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,14,7,0.3503,0.1104,0.4127,0.1266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3608,0.1279,0.3698,0.1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3704,0.153,0.3348,0.1418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3662,0.1678,0.3186,0.1474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,4,0.7096,0.1537,0.024,0.1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4677,0.2435,0.1334,0.1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3615,0.2786,0.1823,0.1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3258,0.2889,0.2037,0.1816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,6,0.0,0.0,0.6123,0.3877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1699,0.1553,0.3615,0.3133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376,0.212,0.2835,0.2669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2667,0.2396,0.2609,0.2328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,15,7,0.1209,0.3858,0.1153,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1583,0.3683,0.1421,0.3313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2019,0.3391,0.172,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2359,0.3112,0.1959,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.1421,0.1339,0.0653,0.1024,0.0627,0.095,0.0486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2307,0.1559,0.1266,0.0891,0.1356,0.0981,0.0929,0.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217,0.1561,0.1219,0.0988,0.1402,0.1031,0.0893,0.0689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
